BGC	Genus	Name	Compound_count	MW	TPSA	LOGP	HACC	HDON	Type	Activities	Structure	Antibacterial	Antifungal	Siderophore	Orf_length
BGC0000835	Streptomyces	simocyclinone	1	929.229776628	289.19	3.60632	17	7	Polyketide	NA	C[C@@H]1[C@@H]([C@@H](C[C@@H](O1)C2=C(C3=C(C=C2)C(=O)C45C(C3O)(O4)C(CC6(C5(C(=O)C=C(C6)C)O)O)O)O)OC(=O)/C=C/C=C/C=C/C=C/C(=O)NC7=C(C8=C(C(=C(C=C8)O)Cl)OC7=O)C)OC(=O)C	1	0	0	0	8
BGC0001641	Photorhabdus	kolossin	1	-1	NA	NA	NA	NA	NRP	NA	NA	0	0	0	0	2
BGC0000922	Pseudomonas	pseudomonas quinolone signal (PQS)	1	-1	NA	NA	NA	NA	Other	NA	NA	0	0	0	0	11
BGC0001549	Streptomyces	citrulassin B	1	-1	NA	NA	NA	NA	RiPP	NA	NA	1	0	0	0	5
BGC0000436	Rhizobium	syringolin A	1	493.290033968	165.73	0.6773	5	6	NRP	NA	CC(C)C(NC(=O)NC(C(C)C)C(=O)NC1\C=C/CCNC(=O)\C=C/C(NC1=O)C(C)C)C(O)=O	0	0	0	0	7
BGC0000474	Microcystis	microcyclamide	1	582.18314344	156.93	3.66492	11	3	RiPP	NA	CC[C@H](C)[C@H]1C2=NC(=CS2)C(=O)N[C@H](C3=NC(=CS3)C(=O)N[C@H](C4=NC(=C(O4)C)C(=O)N1)C)CC5=CN=CN5C	0	0	0	0	9
BGC0000829	Chromobacterium	violacein	1	-1	NA	NA	NA	NA	Alkaloid	Antibacterial,Cytotoxic,Signalling,antitumor	NA	0	1	0	0	5
BGC0001137	Marinactinospora	marinacarboline A	4	387.158291532	84.08	3.8998	4	2	Alkaloid	antimalarial	COC1=CC=C(CCNC(=O)C2=NC(C(C)=O)=C3NC4=C(C=CC=C4)C3=C2)C=C1	1	0	0	0	13
BGC0001597	Actinomadura	fluvirucin B2	1	456.356322636	114.04	3.1046	6	4	Polyketide	NA	CCC1CCCC(CC)C(=O)NCCCC(CC)C(CC1)O[C@@H]1O[C@@H](C)[C@H](O)[C@@H](N)[C@H]1O	1	0	0	0	36
BGC0000817	uncultured	methylarcyriarubin	1	341.11642672	68.96	3.5586	2	2	Alkaloid	Cytotoxic	O=C(N1C)C(C2=CNC3=CC=CC=C32)=C(C4=CNC5=CC=CC=C54)C1=O	3	0	0	0	4
BGC0000438	Pseudomonas	syringopeptin 25A	1	2398.36241746	941.5	15.1208	32	29	NRP	NA	CCCCCCCC(CC(=N/C(=C\C)/C(=O)N1CCC[C@H]1C(=N[C@@H](C(C)C)C(=N[C@@H](C)C(=N[C@@H](C)C(=N[C@@H](C(C)C)C(=N[C@@H](CC(C)C)C(=N[C@@H](C)C(=N[C@@H](C)C(=N/C(=C\C)/C(=N[C@@H](C(C)C)C(=N/C(=C\C)/C(=N[C@@H](C)C(=N[C@@H](C(C)C)C(=N[C@@H](C)C(=N[C@@H](C)C(=N/C(=C\C)/C(=N[C@H]2C(OC(=O)[C@@H](N=C([C@@H](N=C([C@@H](N=C([C@@H](N=C([C@@H](N=C([C@@H](N=C([C@@H](N=C2O)CO)O)C)O)C(C)C)O)C)O)CCN)O)CCN)O)CC3=CC=C(C=C3)O)C)O)O)O)O)O)O)O)O)O)O)O)O)O)O)O)O)O)O	0	0	0	0	3
BGC0001861	Bacillus	bacillicin BAG2O	1	-1	NA	NA	NA	NA	RiPP	Antibacterial	NA	1	1	0	0	9
BGC0000744	Streptococcus	capsular polysaccharide	1	1322.4494708	660.55	-16.7828	38	25	Saccharide	NA	CC(=O)N[C@@H]1[C@H](C[C@@](O[C@H]1[C@@H]([C@@H](CO)O)O)(C(=O)O)O[C@H]2[C@H]([C@H](O[C@H]([C@@H]2O)O[C@@H]3[C@H](O[C@@H]([C@@H]([C@H]3O)NC(=O)C)OC[C@@H]4[C@H]([C@@H]([C@H]([C@H](O4)O[C@H]5[C@H](O[C@H]([C@@H]([C@H]5O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)O)O[C@@H]7[C@H](O[C@H]([C@@H]([C@H]7O)O)O)CO)CO)O)O)O)CO)CO)O)O	1	0	0	0	7
BGC0001577	Prochloron	divamide B	1	1930.8343465	748.96	-11.8869	30	26	RiPP	NA	CC[C@H](C)[C@H]1C(=O)N[C@H]2CS[C@H]([C@@H]3C(=O)N[C@H]4CS[C@H]([C@H](C(=O)N[C@H](C(=O)N1)C)NC(=O)[C@@H](NC(=O)[C@@H]5CCCN5C(=O)CNC(=O)[C@@H](NC(=O)[C@H](CNCCCC[C@H](NC(=O)[C@@H]([C@@H](SC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N3)CO)C)NC(=O)[C@H](CCC(=O)O)[N+](C)(C)C)C)NC(=O)[C@@H](NC(=O)CNC(=O)[C@@H](NC2=O)[C@H](C(=O)O)O)[C@@H](C)O)C(=O)O)NC4=O)CO)[C@@H](C)CC)C)C	0	0	0	0	5
BGC0000491	Lactobacillus	gassericin A	1	-1	NA	NA	NA	NA	RiPP	NA	NA	1	0	0	0	7
BGC0001650	Lysobacter	Le-pyrrolopyrazines	1	-1	NA	NA	NA	NA	NRP	NA	NA	0	0	0	0	11
BGC0000985	Tistrella	didemnin B	4	1111.64166515	287.9	2.3165	15	5	NRP	Cytotoxic	CC[C@H](C)[C@@H]1[C@H](CC(=O)O[C@H](C(=O)[C@@H](C(=O)N[C@H](C(=O)N2CCC[C@H]2C(=O)N([C@H](C(=O)O[C@@H]([C@@H](C(=O)N1)NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H]3CCCN3C(=O)C(C)O)C)CC4=CC=C(C=C4)OC)C)CC(C)C)C)C(C)C)O	0	0	0	0	11
BGC0001972	Streptomyces	toxoflavin	2	-1	NA	NA	NA	NA	Other	NA	NA	1	0	0	0	28
BGC0001255	Fusarium	equisetin	1	373.225308472	77.84	3.0213	4	2	NRP	NA	[H][C@@]12C[C@H](C)CC[C@@]1([H])[C@@](C)([C@H](\C=C\C)C=C2)C(\O)=C1\C(=O)[C@H](CO)N(C)C1=O	2	0	0	0	11
BGC0000105	Streptomyces	nanchangmycin	1	866.539157176	188.9	6.1496	13	4	Polyketide	NA	C[C@H]1C[C@H]([C@@](O[C@@H]1[C@H]2C[C@@H]([C@@]3(O2)[C@@H]([C@H](C[C@@H](O3)[C@@]4(CC[C@@]5(O4)C[C@@H]([C@H]([C@H](O5)[C@@H](C)/C=C(\C)/C(=O)[C@H](C)C[C@H](C)C(=O)O)C)O)C)O[C@@H]6CC[C@@H]([C@@H](O6)C)OC)C)C)(CO)O)C	1	0	0	0	33
BGC0001289	Paenibacillus	penisin	1	-1	NA	NA	NA	NA	RiPP	NA	NA	1	0	0	0	9
BGC0001848	Micromonospora	diazaquinomycin H	2	-1	NA	NA	NA	NA	Other	Antibacterial	NA	1	1	0	0	50
BGC0001631	Microcystis	kasumigamide	1	786.37007518	292.08	0.10717	9	12	NRP	NA	NC(=N)NCCC[C@@H](NC(=O)C[C@H](O)[C@@H](CC1=CNC2=CC=CC=C12)NC(=O)CCNC(=O)[C@H](O)CC1=CC=CC=C1)C(=O)N[C@H]([C@H](O)C1=CC=CC=C1)C(O)=O	0	0	0	0	6
BGC0001633	Streptomyces	ketomemicin B3	2	509.2750526	207.27	0.73154	5	8	Other	NA	N=C(N)NCCC[C@H](NC(=N)N)C(=O)N[C@@H](Cc1ccccc1)C(=O)C[C@@H](Cc2ccccc2)C(=O)O	1	0	0	0	6
BGC0000460	Vibrio	vulnibactin	1	673.274777828	202.61	2.432	11	6	NRP	NA	CC1OC(=NC1C(=O)NCCCN(CCCNC(=O)C1=CC=CC(O)=C1O)C(=O)C1N=C(OC1C)C1=CC=CC=C1O)C1=CC=CC=C1O	0	0	0	0	16
BGC0000803	Lactobacillus	GG exopolysaccharide	1	-1	NA	NA	NA	NA	Saccharide	NA	NA	1	0	0	0	16
BGC0000093	Streptomyces	meilingmycin	1	612.366218624	100.52	5.9887	8	1	Polyketide	NA	C[C@H]1CC[C@]2(C[C@@H]3C[C@H](O2)C/C=C(\C[C@H](/C=C\CC4COC5[C@@H]4[C@@H](C=C([C@H]5O)COC(=O)C=C(C)C)C(=O)O3)C)/C)OC1C	1	0	0	0	92
BGC0000388	Streptomyces	mannopeptimycin	1	1366.57652371	603.12	-14.6759	30	24	NRP	NA	C[C@H]([C@H]1C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)NCC(=O)N1)CO)[C@H]([C@@H]2CNC(=[N+]2[C@@H]3[C@H]([C@H]([C@@H]([C@H](O3)O)O)O)O)N)O)[C@H]([C@@H]4C[NH+]=C(N4)N)O)CC5=CC=C(C=C5)O[C@@H]6[C@H]([C@H]([C@@H]([C@H](O6)CO)O[C@@H]7[C@H]([C@H]([C@@H]([C@H](O7)CO)O)OC(=O)CC(C)C)O)O)O)C8=CC=CC=C8	1	0	0	0	27
BGC0000138	Streptomyces	rimocidin	1	767.409205632	255.76	1.7028	14	8	Polyketide	NA	CCC[C@@H]1C/C=C/C=C/C=C/C=C/[C@@H](C[C@H]2[C@@H]([C@H](C[C@](O2)(C[C@H](CCCC(=O)C[C@H]([C@@H](C(=O)O1)CC)O)O)O)O)C(=O)O)O[C@H]3[C@H]([C@H]([C@@H]([C@H](O3)C)O)N)O	1	0	0	0	11
BGC0000938	Streptomyces	fosfomycin	1	181.97208383	75.72	-7.3471	4	0	Other	Antibacterial,Inhibitor	C[C@H]1[C@H](O1)P(=O)([O-])[O-].[Na+].[Na+]	1	1	0	0	29
BGC0000167	Streptomyces	vicenistatin	1	500.361408016	79.82	4.979	5	3	Polyketide	NA	CN[C@H]1[C@@H](O)C[C@H](OC2C\C=C(C)\C\C(C)=C\C=C\CCC(C)CNC(=O)\C=C\C=C\C2C)O[C@@H]1C	1	0	0	0	20
BGC0001031	Serratia	oocydin A	1	470.170745632	119.36	3.4123	7	2	NRP	NA	C/C/1=C/C/C=C(\CCC2CC(C(O2)C(/C=C(\C)/CC(=O)O)O)OC(=O)CC1OC(=O)C)/Cl	0	0	0	0	23
BGC0000882	Streptomyces	mildiomycin	1	514.21357454	305.38	-5.37443	13	11	Other	NA	NC(CO)C(=O)N[C@H]1C=C[C@@H](O[C@@H]1C(O)(CC(O)CNC(N)=N)C(O)=O)N1C=C(CO)C(N)=NC1=O	1	0	0	0	17
BGC0001603	Micromonospora	gentamicin	1	482.258793416	248.39	-6.0015	14	10	Saccharide	NA	CC1(COC(C(C1NC)O)OC2C(CC(C(C2O)OC3C(C(C(C(O3)CO)O)O)N)N)N)O	1	0	0	0	37
BGC0000609	Nocardia	nocathiacin	1	1550.27422001	477.29	3.1554	32	11	RiPP	NA	C[C@H]1[C@H]([C@@](C[C@@H](O1)O[C@H]2[C@@H]3[C@H]4C5=NC(=CS5)C(=O)N[C@@H](COC(=O)C6=C(CO3)C7=C(COC2=O)C=CC=C7N6O)C8=NC(=CS8)C9=N/C(=C/1\NC(=CS1)C(=O)NC(=C)C(=O)N)/C(=O)C=C9C1=NC(=CS1)C(=O)N[C@H](C(=O)N/C(=C(\C)/OC)/C1=NC(=CS1)C(=O)N4)[C@@H](C)O)(C)O)N(C)C.C(=O)(C(F)(F)F)O	1	0	0	0	44
BGC0000393	Myxococcus	myxoprincomide-c506	1	1010.52842629	426.37	-5.3464	17	16	NRP	NA	CNC(CO)C(=O)NC(CC(C)C)C(=O)NC(C(O)(C)C)C(=O)NC(CO)C(=O)NC(C(C)C)C(=O)C(=O)NC(CO)C(=O)NC(CC1=CC=C(O)C=C1)C(=O)NC(CCCN)CC(=O)NC(C)C(=O)O	0	0	0	0	3
BGC0001968	uncultured	cadaside A	2	-1	NA	NA	NA	NA	NRP	NA	NA	3	0	0	0	21
BGC0001839	Aspergillus	squalestatin S1	1	-1	NA	NA	NA	NA	Terpene	Antifungal,Inhibitor	NA	2	0	1	0	5
BGC0000856	Methylophaga	ectoine	1	142.07422756	61.69	-0.1487	3	2	Other	NA	CC1=NCC[C@H](N1)C(=O)O	0	0	0	0	4
BGC0001284	Parastagonospora	alternariol	1	-1	NA	NA	NA	NA	Terpene	NA	NA	2	0	0	0	1
BGC0001944	Streptosporangium	funisamine	1	-1	NA	NA	NA	NA	Polyketide	NA	NA	1	0	0	0	40
BGC0001250	Epichloe	epichloenin A	1	1082.52440353	458.2	-5.3504	18	15	NRP	NA	C/C(=C\C(=O)N(CCC[C@H]1C(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1)CCCN(C(=O)/C=C(\C)/CCO)O)CCCN(C(=O)/C=C(\C)/CCO)O)CCC(=O)N)O)/CCO	2	0	0	0	1
BGC0000593	Microcystis	microviridin J	1	1683.768156	622.45	-3.64983	22	21	RiPP	Inhibitor	CCC(C)C(NC(C)=O)C(=O)N[C@@H](CO)C(=O)N[C@@H]1[C@@H](C)OC(=O)CC2NC(=O)[C@@H]3COC(=O)CC[C@@H](NC(=O)[C@H](CC4=CNC5=C4C=CC=C5)NC2=O)C(=O)N[C@@H](CCC(=O)NCCCC[C@H](NC(=O)C(CCCNC(N)=N)NC1=O)C(=O)N[C@@H](CC1=CC=C(O)C=C1)C(=O)N1CCC[C@H]1C(=O)N3)C(=O)N[C@@H](CC1=CC2=C(N1)C=CC=C2)C(O)=O	0	0	0	0	3
BGC0001228	Salinispora	retimycin A	1	1170.41505341	333.55	0.557	18	6	NRP	Cytotoxic	O=C(NC1C(NC(C)C(N(C)C2C(N(C)C3(C(C)C3)C(OC(C)C(NC(C4=NC5=CC=CC=C5C=C4O)=O)C(NC(C)C(N(C)C(C(S(C)=O)SC2)C(N(C)C6(C(C)C6)C(OC1C)=O)=O)=O)=O)=O)=O)=O)=O)C7=NC8=CC=CC=C8C=C7O	1	0	0	0	23
BGC0000168	Penicillium	viridicatumtoxin	4	565.194796192	207.84	1.7819	10	7	Polyketide	Antibacterial	COC1=C2C3=C(C(O)=C1)C(O)=C1C(=O)[C@]4(O)C(=O)C(C(N)=O)=C(O)C[C@]4(O)[C@@H](O)C1=C3C[C@]21C(C)=CCCC1(C)C	2	1	0	0	22
BGC0000177	Streptomyces	iso-migrastatin	5	489.272652588	119.0	3.191	7	2	Polyketide	Cytotoxic,Inhibitor	CO[C@H]1\C=C\CC\C=C\C(=O)OC([C@@H](C)[C@@H]1O)C(\C)=C\[C@H](C)C(=O)CCCC1CC(=O)NC(=O)C1	1	0	0	0	11
BGC0000769	Mycobacterium	glycopeptidolipid	1	-1	NA	NA	NA	NA	Saccharide	NA	NA	1	0	0	0	26
BGC0002023	Amycolatopsis	saalfelduracin	1	-1	NA	NA	NA	NA	RiPP	NA	NA	1	0	0	0	22
BGC0000538	Lactococcus	nisin Z	1	-1	NA	NA	NA	NA	RiPP	NA	NA	1	0	0	0	6
BGC0001133	Xenorhabdus	taxlllaid A	1	807.546976916	230.0	2.3758	9	7	NRP	NA	CC(C)CCCC(=O)N[C@H]1[C@@H](C)OC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C)NC1=O	0	0	0	0	45
BGC0000163	Streptomyces	tetronasin	1	602.381868688	111.52	5.7361	8	2	Polyketide	NA	C[C@@H]1CCC[C@@H]([C@H]1[C@H](C)/C(=C\2/C(=O)COC2=O)/O)/C=C(\CO)/[C@H]3[C@@H](CC[C@H](O3)/C=C/[C@H](C)[C@H]4[C@H](C[C@@H](O4)[C@H](C)OC)C)C	1	0	0	0	52
BGC0001172	Streptomyces	chlorizidine A	1	441.9445529	67.39	5.5189	5	2	NRP	Cytotoxic	OC1=CC2=C(C(=O)N3C(Cl)=C(Cl)C=C23)C(O)=C1[C@@H]1CCC2=CC(Cl)=C(Cl)N12	1	0	0	0	26
BGC0001616	Aspergillus	himeic acid A	1	435.189316888	150.98	3.2256	6	3	NRP	NA	C[C@@H](CC(=O)NC(=O)C1=COC(\C=C\CCCCCCCCC(O)=O)=CC1=O)C(O)=O	2	0	0	0	3
BGC0000201	Streptomyces	auricin	1	541.194796221	137.9	1.6967	11	1	Polyketide	Antibacterial	OC1=CC=CC2=C1C(C([C@]3(O[C@H](C)CC([C@H]3OC4CCC(N(C)C)C(C)O4)=O)O[C@@](C5)([H])[C@]6([H])OC5=O)=C6C2=O)=O	1	1	0	0	29
BGC0001187	Glarea	xenolozoyenone	1	305.162708216	77.84	3.238	4	2	NRP	NA	CCCCCC/C=C/C=C/C=C/C(O)=C1C(N(O)CC/1=O)=O	2	0	0	0	2
BGC0001625	Streptomyces	isofuranonaphthoquinone	1	-1	NA	NA	NA	NA	Polyketide	NA	NA	1	0	0	0	22
BGC0000704	Streptomyces	kanamycin	1	484.238057972	282.61	-7.2914	15	11	Saccharide	NA	C1[C@H]([C@@H]([C@H]([C@@H]([C@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CN)O)O)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)N)O)N	1	0	0	0	40
BGC0001408	Xanthomonas	xanthoferrin	1	-1	NA	NA	NA	NA	Other	NA	NA	0	0	0	0	7
BGC0000790	Escherichia	O-antigen	1	-1	NA	NA	NA	NA	Saccharide	NA	NA	0	0	0	0	12
BGC0000261	Streptomyces	R1128	1	-1	NA	NA	NA	NA	Polyketide	NA	NA	1	0	0	0	14
BGC0001850	Streptomyces	diazaquinomycin A	4	-1	NA	NA	NA	NA	Other	Antibacterial	NA	1	1	0	0	20
BGC0000913	Enterobacter	MK-8	1	716.553231544	34.14	15.8239	2	0	Other	NA	CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCC1=C(C)C(=O)C2=C(C=CC=C2)C1=O	0	0	0	0	12
BGC0000296	Streptomyces	actinomycin D	1	1254.62847467	359.98	0.72564	18	5	NRP	NA	[H][C@@]12CCCN1C(=O)[C@]([H])(NC(=O)[C@@]([H])(NC(=O)C1=CC=C(C)C3=C1N=C1C(O3)=C(C)C(=O)C(N)=C1C(=O)N[C@]1([H])C(=O)N[C@]([H])(C(C)C)C(=O)N3CCC[C@@]3([H])C(=O)N(C)CC(=O)N(C)[C@@]([H])(C(C)C)C(=O)O[C@]1([H])C)[C@@]([H])(C)OC(=O)[C@]([H])(C(C)C)N(C)C(=O)CN(C)C2=O)C(C)C	1	0	0	0	28
BGC0001547	Aspergillus	citreohybridonol	1	500.241018112	116.2	3.8326	8	1	Terpene	NA	CC1=C[C@H]2[C@](C[C@H]3C4[C@]2(CC[C@@H](C4(C)C)OC(=O)C)C(=O)O3)([C@]5([C@@]1(C(=C(C5=O)C)O)C)C(=O)OC)C	2	0	0	0	11
BGC0000542	Paenibacillus	paenicidin B	1	-1	NA	NA	NA	NA	RiPP	NA	NA	1	0	0	0	7
BGC0000715	Streptomyces	actinospectacin	1	332.158351108	129.51	-2.9256	9	5	Saccharide	NA	CNC1C(O)C(NC)C2OC3(O)C(OC(C)CC3=O)OC2C1O	1	0	0	0	17
BGC0000933	Streptomyces	xiamenmycin A	1	391.199487648	116.09	2.0513	5	4	Other	NA	C[C@H]([C@@H](C(=O)O)NC(=O)C1=CC2=C(C=C1)O[C@@]([C@H](C2)O)(C)CCC=C(C)C)O	1	0	0	0	5
BGC0000384	Lyngbya	lyngbyatoxin	1	437.304227488	68.36	4.852	3	3	NRP	Cytotoxic,Tumor promoter, irritant, vesicant	CC(C)[C@H]1C(=O)N[C@@H](CC2=CNC3=C(C=CC(=C23)N1C)[C@](C)(CCC=C(C)C)C=C)CO	0	0	0	0	4
BGC0001762	Streptomyces	rubrolone A	2	-1	NA	NA	NA	NA	Alkaloid	NA	NA	1	0	0	0	36
BGC0000481	Trichodesmium	trichamide	1	1098.44875355	427.0	-2.19393	17	14	RiPP	NA	CC(C)CC1NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC2=CN=CN2)NC(=O)[C@H](CC(C)C)NC(=O)CNC(=O)[C@H](CC(O)=O)NC(=O)CNC(=O)C2=CSC(=N2)C(CO)NC(=O)C2=CSC1=N2	0	0	0	0	11
BGC0001727	Paenibacillus	paenilan	1	-1	NA	NA	NA	NA	RiPP	NA	NA	1	0	0	0	11
BGC0000439	Saccharomonospora	taromycin A	1	1639.57490677	681.79	-4.5156	23	21	NRP	Antibacterial	O=C(N[C@H](C(N[C@@H](C(N[C@@H](CC(O)=O)C(N[C@H](C(NCC(N[C@H](C(N[C@@H](CC(O)=O)C(N[C@H](C)C(N[C@H](C(NCC(N[C@@H](C(N[C@H](C(N[C@H]1CC(C2=CC=C(Cl)C=C2N)=O)=O)[C@H](C)CC(O)=O)=O)C)=O)=O)CC(O)=O)=O)=O)=O)CCCN)=O)=O)[C@@H](C)OC1=O)=O)=O)CC(N)=O)=O)CC3=CNC4=C3C=CC(Cl)=C4)/C=C/C=C/CCC	1	1	0	0	30
BGC0000204	Streptomyces	benastatin A	4	500.183503236	135.29	6.1166	6	5	Polyketide	Antibacterial,Inhibitor,Induciton of apoptosis	CCCCCC1=C(C(O)=O)C(O)=C2C(C=CC3=C2C=C2C(=C3O)C(=O)C3=C(O)C=C(O)C=C3C2(C)C)=C1	1	1	0	0	12
BGC0001804	Streptomyces	tiancimycin	1	334.21440944	63.6	3.4648	4	1	Polyketide	NA	C[C@H]1C[C@H](C(=O)/C=C/C=C/[C@@H]([C@H](OC(=O)/C=C/[C@@H]([C@H]1O)C)C)C)C	1	0	0	0	36
BGC0001160	Synechococcus	1-nonadecene	2	266.297351216	0.0	7.4339	0	0	Polyketide	NA	CCCCCCCCCCCCCCCCCC=C	0	0	0	0	1
BGC0001660	Marinactinospora	mathermycin	1	-1	NA	NA	NA	NA	RiPP	NA	NA	1	0	0	0	7
BGC0001550	Streptomyces	citrulassin D	1	-1	NA	NA	NA	NA	RiPP	NA	NA	1	0	0	0	5
BGC0000582	Streptomyces	cypemycin	1	2095.12885281	703.17	-3.3366	26	22	RiPP	Antibacterial,Cytotoxic	CCC(C)C(NC(=O)C(NC(=O)C(CC1=CC=CC=C1)NC(=O)C(CCC(N)=O)NC(=O)C(C)NC(=O)C(NC(=O)C(\NC(=O)C1CCCN1C(=O)C(\NC(=O)C(C)NC(=O)C1CCCN1C(=O)C(\NC(=O)C(C)N(C)C)=C/C)=C/C)=C\C)C(C)C)C(C)C)C(=O)NC(CCC(N)=O)C(=O)NCC(=O)NC(CO)C(=O)N\C(=C/C)C(=O)NC(C(C)CC)C(=O)NC1CS\C=C/NC(=O)C(NC(=O)C(CC(C)C)NC1=O)C(C)C	1	1	0	0	9
BGC0000128	Pseudomonas	pyoluteorin	1	270.980298444	73.32	2.9637	3	3	Polyketide	NA	C1=CC(=C(C(=C1)O)C(=O)C2=CC(=C(N2)Cl)Cl)O	0	0	0	0	20
BGC0000768	Sphingomonas	gellan polysaccharide	1	-1	NA	NA	NA	NA	Saccharide	NA	NA	0	0	0	0	26
BGC0001686	Clostridium	N-octanoyl-Met-Phe-H	1	-1	NA	NA	NA	NA	NRP	NA	NA	1	0	0	0	9
BGC0000861	Shewanella	eicosapentaenoic acid	1	302.2245802	37.3	5.9927	1	1	Other	NA	CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O	0	0	0	0	6
BGC0001001	Lyngbya	jamaicamide A	3	566.154697412	75.71	5.738	4	1	NRP	NA	CO\C(CCNC(=O)CC\C=C\C(C)CC\C(CCCC#CBr)=C\Cl)=C\C(=O)N1C(C)C=CC1=O	0	0	0	0	26
BGC0000325	Streptomyces	coelichelin	1	565.270755068	289.39	-3.6704	12	9	NRP	NA	C[C@@H](O)[C@@H](NC(=O)[C@H](N)CCCN(O)C=O)C(=O)N(O)CCC[C@H](NC(=O)[C@H](N)CCCN(O)C=O)C(O)=O	1	0	0	0	11
BGC0001882	Penicillium	chrysoxanthone A	3	-1	NA	NA	NA	NA	Polyketide	NA	NA	2	0	0	0	23
BGC0001098	Bacillus	iturin	1	1042.54474505	436.83	-3.4721	14	13	NRP	NA	CCCCCCCCCCCC1CC(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N2CCCC2C(=O)NC(C(=O)NC(C(=O)N1)CO)CC(=O)N)CCC(=O)N)CC(=O)N)CC3=CC=C(C=C3)O)CC(=O)N	1	0	0	0	9
BGC0000705	Streptomyces	kanamycin	1	484.238057972	282.61	-7.2914	15	11	Saccharide	NA	C1[C@H]([C@@H]([C@H]([C@@H]([C@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CN)O)O)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)N)O)N	1	0	0	0	36
BGC0000475	Prochloron	patellamide A	2	742.32947332	185.36	4.2121	12	4	RiPP	NA	CC[C@H](C)[C@H]1C2=N[C@@H](CO2)C(=O)N[C@@H](C3=NC(=CS3)C(=O)N[C@H](C4=N[C@@H]([C@H](O4)C)C(=O)N[C@@H](C5=NC(=CS5)C(=O)N1)C(C)C)[C@@H](C)CC)C(C)C	0	0	0	0	8
BGC0001072	Streptomyces	simocyclinone D8	1	931.209041184	309.42	3.0035	18	8	Polyketide	Antibacterial,Cytotoxic	C[C@H]1O[C@H](C[C@@H](OC(=O)\C=C\C=C\C=C\C=C\C(=O)NC2=C(O)C3=C(OC2=O)C(Cl)=C(O)C=C3)[C@@H]1OC(C)=O)C1=CC=C2C(=O)C34OC3(C(O)CC3(O)CC(C)=CC(=O)C43O)C(O)C2=C1O	1	1	0	0	50
BGC0002006	Streptomyces	albusnodin	1	-1	NA	NA	NA	NA	RiPP	NA	NA	1	0	0	0	4
BGC0000518	Streptomyces	informatipeptin	1	1065.57	NA	NA	NA	NA	RiPP	NA	NA	1	0	0	0	7
BGC0000080	Sorangium	jerangolid A	2	376.224974124	64.99	3.8471	5	1	Polyketide	NA	CC[C@H]1O[C@H](CC=C1C)C(\C)=C\[C@H](C)\C=C\[C@H]1CC(OC)=C(CO)C(=O)O1	0	0	0	0	21
BGC0000678	Streptomyces	pentalenolactone	1	276.099773612	76.13	1.1516	4	1	Terpene	NA	C[C@H]1[C@H]2C=C([C@H]3[C@]2(C=C1C)[C@@]4(CO4)C(=O)OC3)C(=O)O	1	0	0	0	13
BGC0000587	Escherichia	microcin H47	1	-1	NA	NA	NA	NA	RiPP	NA	NA	0	0	0	0	15
BGC0001751	Pyxidicoccus	pyxipyrrolone A	2	481.282823348	106.86	4.4463	4	4	NRP	NA	CC(C)[C@@H](O)C(C)/C=C/C=C/C=C(\C)/[C@]1(C)C2CC[C@@H](O)[C@H](C)C=2C2C(=O)NC(=C)C=2[C@@]1([H])C(O)=O	0	0	0	0	27
BGC0001163	Moorea	1-heptadecene	1	238.266051088	0.0	6.6537	0	0	Polyketide	NA	CCCCCCCCCCCCCCCC=C	0	0	0	0	2
BGC0000677	Streptomyces	cyclooctatin	1	322.250794948	60.69	3.1354	3	3	Terpene	Inhibitor	CC(C)C\1CCC2(/C1=C\CC(C3C(CC(C3C2)CO)O)(C)O)C	1	0	0	0	4
BGC0001575	Ruminococcus	dipeptide aldehydes	1	-1	NA	NA	NA	NA	NRP	NA	NA	1	0	0	0	17
