BGC	Genus	Name	Type	Functions	Structure	Gram	Antibacterial	Antifungal	Siderophore
BGC0001766	Streptomyces	salinamide A	NRP	unk	[H][C@]1(NC(=O)[C@@H](CC2=CC=CC=C2)N(C)C(=O)[C@@H]2NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](C)[C@@H](O)C(C)C)[C@H](C)OC(=O)[C@@H](COC(=O)CNC(=O)\C=C\[C@@]3(CO3)[C@H](C)OC3=CC=C2C=C3)NC1=O)[C@H](C)CC)[C@H](C)O	1	0	0	0
BGC0000081	Streptoalloteichus	kedarcidin	Polyketide	Antibacterial,Cytotoxic	unk	1	1	0	0
BGC0000712	Streptomyces	paromomycin	Saccharide	unk	unk	1	0	0	0
BGC0000133	Amycolatopsis	quartromicin	Polyketide	unk	unk	1	0	0	0
BGC0001593	Streptomyces	ficellomycin	NRP	unk	CC(C)C(C(=O)NC(C1CC(C2N1C2)N=C(N)N)C(=O)O)N	1	0	0	0
BGC0001381	Nocardia	brasilinolide A	Polyketide	unk	unk	1	0	0	0
BGC0001123	Aspergillus	aspirochlorine	NRP	Antifungal,Cytotoxic	unk	2	0	1	0
BGC0001591	uncultured	fatty acid enol ester	Other	unk	unk	3	0	0	0
BGC0000858	Methylobacter	ectoine	Other	unk	unk	0	0	0	0
BGC0000350	uncultured	ET-743	NRP	Cytotoxic	CC1=C(C(=C2[C@@H]3[C@@H]4[C@H]5C6=C([C@@H](N4[C@H]([C@@H](N3C)CC2=C1)O)COC(=O)[C@@]7(CS5)C8=CC(=C(C=C8CCN7)O)OC)C9=C(C(=C6OC(=O)C)C)OCO9)O)OC	3	0	0	0
BGC0001279	Myrothecium	deoxysambucinol	Terpene	unk	unk	2	0	0	0
BGC0000372	Aspergillus	hexadehydroastechrome	NRP	Cytotoxic,Other	C=C(/C=C/C1=CC=CC2=C1NC=C2CC(N3O[Fe](ON4C(CC5=CNC6=C5C=CC=C6/C=C/C(C)=C)=C(N=C(C4=O)C)OC)ON7C(CC8=CNC9=C8C=CC=C9/C=C/C(C)=C)=C(N=C(C7=O)C)OC)=C(N=C(C3=O)C)OC)C	2	0	0	0
BGC0000965	Streptomyces	C-1027	Polyketide	Antibacterial,Cytotoxic	unk	1	1	0	0
BGC0001464	Pseudoalteromonas	tetrabromopyrrole	Other	unk	unk	0	0	0	0
BGC0001238	Aspergillus	biotin	Other	unk	unk	2	0	0	0
BGC0001298	Streptomyces	4-Z-annimycin	Polyketide	unk	unk	1	0	0	0
BGC0000710	Streptomyces	neomycin	Saccharide	unk	unk	1	0	0	0
BGC0000267	Micromonospora	Saquayamycin Z	Polyketide	Cytotoxic	unk	1	0	0	0
BGC0001557	Paecilomyces	cornexistin	Polyketide	unk	CCC[C@H]1[C@H](C(=O)C[C@H](/C(=C/C)/CC2=C1C(=O)OC2=O)O)O	2	0	0	0
BGC0000783	Xanthomonas	O-antigen	Saccharide	unk	unk	0	0	0	0
BGC0001470	Brevibacillus	macrobrevin	Polyketide	Antibacterial	CCC(C)C(O)/C=C/C(C)=C/C=C/C(C)CC(C)C(O1)CC(O)C(C)/C=C/C=C/C(C)C/C=C(C)/C(O)/C=C/CC(O)C(C)/C=C/C1=O	1	1	0	0
BGC0000599	Bacillus	thuricin CD alfa	Sactipeptide	unk	unk	1	0	0	0
BGC0000834	Streptomyces	novobiocin	Saccharide	Antibacterial	O=C(N([H])[H])O[C@]([C@@]1([H])O[H])([H])[C@@](C(C([H])([H])[H])(C([H])([H])[H])O[C@@]1([H])OC2=C(C([H])([H])[H])C(OC3=O)=C(C(O[H])=C3N([H])C(C(C([H])=C4[H])=C([H])C(C([H])([H])/C([H])=C(C([H])([H])[H])/C([H])([H])[H])=C4O[H])=O)C([H])=C2[H])([H])OC([H])([H])[H]	1	1	0	0
BGC0001038	Nonomuraea	pyralomicin 1a	NRP	Antibacterial	unk	1	1	0	0
BGC0000250	Streptomyces	nogalaviketone	Polyketide	Unknown	OC1=CC=CC2=C1C(C3=C(O)C(C(C[C@](C)(O)[C@@H]4C(OC)=O)=O)=C4C=C3C2=O)=O	1	0	0	0
BGC0001411	Bacteroides	polysaccharide B	Saccharide	unk	unk	0	0	0	0
BGC0000689	Micromonospora	2-deoxystreptamine	Saccharide	unk	unk	1	0	0	0
BGC0001404	Penicillium	sorbicillin	Polyketide	unk	unk	2	0	0	0
BGC0001076	Streptomyces	Liposidomycin B	Other	Antibacterial,Inhibitor	O=S([O-])(O[C@H]([C@@H]([C@H](O1)CN)O)[C@@H]1O[C@@H]([C@@H]2N(C[C@@H]([C@H](N(C2=O)C)C(O)=O)OC(C[C@@H](OC(C[C@@H](CC(O)=O)C)=O)CCCCCCCCCC(C)C)=O)C)[C@@H](O[C@H]3N(C(N4)=O)C=CC4=O)[C@H]([C@H]3O)O)=O	1	1	0	0
BGC0001428	Myxococcus	Myxochromide A	NRP	Unknown	CN([C@H]1[C@@H](C)OC(=O)CC[C@H](NC(=O)[C@H](NC(=O)[C@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC1=O)C)C)C(=O)N)C(=O)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/C=C/C	0	0	0	0
BGC0001264	Phoma	betaenone A	Polyketide	unk	unk	2	0	0	0
BGC0000929	Burkholderia	toxoflavin	Other	unk	unk	0	0	0	0
BGC0000637	Corynebacterium	carotenoid	Terpene	unk	unk	1	0	0	0
BGC0000899	Streptomyces	desosamine	Other	unk	unk	1	0	0	0
BGC0000226	Streptomyces	gilvocarcin	Polyketide	unk	unk	1	0	0	0
BGC0000872	Streptomyces	A-90289 A	Other	unk	CCCCCCCCCCCCCC(CC(=O)O[C@H]1CN(C)C(C(OC2OC(CN)[C@@H](O)[C@H]2O)C2OC([C@H](OS([O-])(=O)=O)[C@@H]2O)N2C=CC(=O)NC2=O)C(=O)N(C)[C@@H]1C([O-])=O)OC(=O)CC(C)CC(=O)O[C@@H]1OC(C)C(OC)[C@@H](OC)[C@H]1OC	1	0	0	0
BGC0000224	Streptomyces	fredericamycin A	Polyketide	Antibacterial,Antifungal,Cytotoxic,Inhibitor,Other	unk	1	1	1	0
BGC0001680	Bradyrhizobiaceae	N-acyl alanine	Other	unk	unk	0	0	0	0
BGC0000796	Paenibacillus	S-layer glycan	Saccharide	unk	unk	1	0	0	0
BGC0000324	Streptomyces	coelibactin	NRP	unk	unk	1	0	0	0
BGC0000318	Acremonium	cephalosporin, cefEFG genes	NRP	unk	unk	2	0	0	0
BGC0001334	Streptomyces	cladoniamide A	Alkaloid	Cytotoxic	unk	1	0	0	0
BGC0001035	Glarea	pneumocandin B0	Other	Antifungal	unk	2	0	1	0
BGC0000032	Streptomyces	calcimycin	Polyketide	unk	unk	1	0	0	0
BGC0000248	Streptomyces	naphtocyclinone	Polyketide	unk	unk	1	0	0	0
BGC0001430	Stigmatella	Myxochromide S	NRP	Unknown	CC(C[C@@H]1NC([C@@H](N(C)C(=O)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/C)[C@@H](C)OC(=O)[C@H](CCC(=O)N)NC([C@H](C)NC(=O)[C@H](C)NC1=O)=O)=O)C	0	0	0	0
BGC0000276	Streptomyces	Urdamycin A	Polyketide	Antibacterial,Cytotoxic,Other	unk	1	1	0	0
BGC0001512	Streptomyces	anthrabenzoxocinone	Polyketide	unk	CC1=CC(=CC2=C1[C@@H]3C4=C(C[C@@](O3)(O2)C)C=C5C(=C4O)C(=O)C6=C(C=C(C=C6C5(C)C)O)O)O	1	0	0	0
BGC0001781	Planomonospora	sphaericin	Other	unk	unk	1	0	0	0
BGC0001168	Streptomyces	Livipeptin	NRP	Inhibitor	unk	1	0	0	0
BGC0001626	Stachybotrys	isoindolinone	Polyketide	unk	unk	2	0	0	0
BGC0001135	Xenorhabdus	Bicornutin A1	NRP	Antibacterial	N[C@@H](CCCNC(N)=N)C(N[C@H](CC(C)C)C(N[C@@H](CCCNC(N)=N)C(N[C@@H](CCCNC(N)=N)C(N[C@H](CCCNC(N)=N)C(NCCCCN)=O)=O)=O)=O)=O	0	1	0	0
BGC0001694	Streptomyces	meoabyssomicin	Polyketide	unk	unk	1	0	0	0
BGC0000604	Nonomuraea	GE2270A	Thiopeptide	Antibacterial	CC1=C2C(=O)NCC(=O)NC(C3=NC(=CS3)C4=NC(=CS4)C5=C(C=CC(=N5)C6=NC(=CS6)C7=NC(CO7)C(=O)N8CCCC8C(=O)N)C9=NC(=CS9)C(=O)NC(C3=NC(=C(S3)COC)C(=O)NC(C(=N2)S1)CC(=O)NC)C(C)C)C(C1=CC=CC=C1)O	1	1	0	0
BGC0000172	Brevibacillus	basiliskamides	Polyketide	unk	unk	1	0	0	0
BGC0000639	Enterobacteriaceae	carotenoid	Terpene	unk	unk	0	0	0	0
BGC0001773	Pseudonocardia	selvamicin	Polyketide	unk	unk	1	0	0	0
BGC0001107	Candidatus	patellazole	NRP	unk	unk	0	0	0	0
BGC0001245	Lasiodiplodia	lasiodiplodin	Polyketide	unk	unk	2	0	0	0
BGC0000364	Mycobacterium	glycopeptidolipid	NRP	unk	unk	1	0	0	0
BGC0000334	Tolypocladium	cyclosporin	NRP	unk	unk	2	0	0	0
BGC0000970	Chondromyces	Chondrochloren	NRP	Antibacterial	O(C)[C@@H](C(=O)N/C=C\C1C=CC(O)=C(Cl)C=1)[C@H](O)[C@@H](/C=C(\C)/C(=O)[C@@H](C)[C@@H](O)[C@H](C)CCCC)OC	0	1	0	0
BGC0000287	Pseudomonas	2-amino-4-methoxy-trans-3-butenoic acid	NRP	unk	unk	0	0	0	0
BGC0001106	Streptomyces	oxazolomycin	NRP	unk	unk	1	0	0	0
BGC0001402	Talaromyces	cyclochlorotine	NRP	unk	unk	2	0	0	0
BGC0001780	Herpetosiphon	siphonazole	NRP	unk	COC1=C(O)C=C(\C=C\C2=NC(C(=O)CC3=NC(C(=O)NC\C=C\C=C)=C(C)O3)=C(C)O2)C=C1	1	0	0	0
BGC0000515	Geobacillus	geobacillin I	Lantipeptide	Antibacterial	unk	1	1	0	0
BGC0001479	Nostoc	anabaenopeptin NZ 857	NRP	Inhibitor	unk	0	0	0	0
BGC0000663	Streptomyces	hopene	Terpene	unk	unk	1	0	0	0
BGC0000855	Methylomicrobium	ectoine	Other	unk	unk	0	0	0	0
BGC0001410	Bacteroides	polysaccharide A	Saccharide	unk	unk	0	0	0	0
BGC0000602	Bacillus	subtilosin A	Thiopeptide	unk	unk	1	0	0	0
BGC0000107	Aspergillus	naphthopyrone	Polyketide	unk	unk	2	0	0	0
BGC0000828	Chromobacterium	violacein	Alkaloid	unk	unk	0	0	0	0
BGC0001297	Streptomyces	WS9326	NRP	unk	unk	1	0	0	0
BGC0001471	Amycolatopsis	saalfelduracin	Thiopeptide	Antibacterial	C[C@H]([C@H](NC1=S)C2=NC([C@](N3)([H])[C@](C4=NC(C(N[C@@](C(N/C(C5=N[C@](C(N[C@](C(C)(O)[C@@H](C)O)([H])C6=NC1=CS6)=O)([H])CS5)=C\\C)=O)([H])[C@@H](C)O)=O)=CS4)(NC(C(NC(C(NC(C(NC([C@@](C)([H])N[C@@H]7C=CC8=C(N=C9C=C8[C@@H](O)C)[C@H]7O)=O)=C)=O)=C)=O)=C)=O)CCC3C%10=NC(C(NC(C(NC(C(O)=O)=C)=O)=C)=O)=CS%10)=CS2)OC9=O	1	1	0	0
BGC0000482	uncultured	trunkamide	Cyanobactin	Cytotoxic	unk	3	0	0	0
BGC0001233	Streptomyces	feglymycin	NRP	unk	unk	1	0	0	0
BGC0000173	Burkholderia	bongkrekic acid	Polyketide	Cytotoxic,Inhibitor	unk	0	0	0	0
BGC0001453	Streptomyces	desferrioxamine	Other	unk	unk	1	0	0	0
BGC0001282	Epichloe	lolitriol	Other	unk	unk	2	0	0	0
BGC0000059	Streptomyces	filipin	Polyketide	unk	unk	1	0	0	0
BGC0001481	Fusarium	alpha-acorenol	Terpene	unk	C[C@H]1CCC([C@@]12CCC(=CC2)C)C(C)(C)O	2	0	0	0
BGC0000423	Streptomyces	scabichelin	NRP	unk	unk	1	0	0	0
BGC0000142	Salinispora	salinilactam	Polyketide	unk	unk	1	0	0	0
BGC0000958	Streptomyces	Antimycin	NRP	Antifungal,Cytotoxic	unk	1	0	1	0
BGC0001505	Sphaerospermopsis	anacyclamide D8P	Other	unk	unk	0	0	0	0
BGC0000857	Methylophaga	ectoine	Other	unk	unk	0	0	0	0
BGC0001104	Myxococcus	myxovirescin	NRP	unk	unk	0	0	0	0
BGC0000631	Botrytis	botrydial	Terpene	Other	unk	2	0	0	0
BGC0001690	Streptomyces	natamycin	Polyketide	unk	C[C@@H]1C/C=C/C=C/C=C/C=C/[C@@H](C[C@H]2[C@@H]([C@H](C[C@](O2)(C[C@H](C[C@@H]3[C@H](O3)/C=C/C(=O)O1)O)O)O)C(=O)O)O[C@H]4[C@H]([C@H]([C@@H]([C@H](O4)C)O)N)O	1	0	0	0
BGC0001420	Hyalangium	Myxochromide D	NRP	Unknown	C1(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)N)C(=O)O[C@H](C)[C@H](N(C)C(=O)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/CC)C(=O)N[C@@H]1C	0	0	0	0
BGC0000013	Aspergillus	alternariol	Polyketide	unk	unk	2	0	0	0
BGC0000546	Streptomyces	SAL-2242	Lantipeptide	Unknown	unk	1	0	0	0
BGC0001584	Streptomyces	C-1027	Polyketide	unk	C=c7oc6cc(OC)cc(C(=O)O[C@H]1COC(=O)C[C@H](N)c5cc(O)c(O[C@@H]3C#C/C=C1\C#C/C2=C/C=C\[C@@]23OC4OC(C)(C)C(N(C)C)C(O)C4O)c(Cl)c5)c6[nH]c7=O	1	0	0	0
BGC0001213	Streptomyces	nataxazole	Polyketide	unk	unk	1	0	0	0
BGC0001302	Streptomyces	lomofungin	Other	unk	unk	1	0	0	0
BGC0001718	Aspergillus	okaramine B	NRP	unk	C[C@H]1[C@@]23[C@@]([C@@H]([C@]4(N2C(=O)/C/5=C/C6=C(C(/C=C\N5C4=O)(C)C)NC7=CC=CC=C76)O)OC)(C8=CC=CC=C8N3C1(C)C)O	2	0	0	0
BGC0001576	Prochloron	divamide A	Other	unk	unk	0	0	0	0
BGC0001386	Streptomyces	JBIR-76	Polyketide	unk	COC1C2=COC(CO)=C2C(=O)C2=C(O)C(OC)=C(O)C=C12	1	0	0	0
BGC0000651	Streptomyces	KS-505a	Terpene	unk	unk	1	0	0	0
BGC0000249	Streptomyces	nogalamycin	Polyketide	unk	unk	1	0	0	0
BGC0001634	Streptomyces	keywimysin	RiPP	unk	unk	1	0	0	0
BGC0001206	Streptomyces	indolmycin	Other	unk	unk	1	0	0	0
BGC0000688	Diaporthe	copalyl diphosphate	Terpene	unk	unk	2	0	0	0
BGC0001681	Bacteroides	N-acyl glycine	Other	unk	unk	0	0	0	0
BGC0000927	Streptomyces	roseoflavin	Other	unk	unk	1	0	0	0
BGC0001248	Hypholoma	clavaric acid	Terpene	unk	unk	2	0	0	0
BGC0000061	Streptomyces	FR-008	Polyketide	unk	unk	1	0	0	0
BGC0001234	Aspergillus	4,4'-piperazine-2,5-diyldimethyl-bis-phenol	NRP	unk	unk	2	0	0	0
BGC0001555	Escherichia	colicin V	RiPP	unk	unk	0	0	0	0
BGC0001737	Corallococcus	phenalamide	NRP	unk	CC(CCC1=CC=CC=C1)/C=C(\C)/C(C(C)/C=C(\C)/C=C/C=C\C=C\C=C(/C)\C(=O)NC(C)CO)O	0	0	0	0
BGC0000680	Aspergillus	austinol	Terpene	unk	unk	2	0	0	0
BGC0000707	Streptomyces	kasugamycin	Saccharide	unk	unk	1	0	0	0
BGC0001360	Penicillium	mycophenolic acid	Polyketide	unk	Cc1c(c(n2c(cnc2c1Br)CSCCO)C)Br	2	0	0	0
BGC0001520	Bacillus	aurantinins B-D	Polyketide	unk	CC(CC(O)C(C)C(O)=O)C\C(C)=C\C=C\C=C\C1C(C)=CC2C(CCC(C)C2O[C@H]2O[C@@H](C)[C@H](O)C(=O)[C@@H]2O)C2\C1=C1\C(C)C(O)C\C\1=C(C)\C(=O)OC2=O	1	0	0	0
BGC0001701	Blautia	nisin O	RiPP	unk	unk	1	0	0	0
BGC0001185	Bacillus	bacillibactin	NRP	Unknown	unk	1	0	0	0
BGC0001421	Myxococcus	Myxochromide B	NRP	Unknown	C(=C/C=C/C=C/C=C/C=C/C=C/C)\\C=C\\C(=O)N(C)[C@H]1[C@@H](C)OC([C@@H](NC(=O)[C@@H](NC([C@@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](C)NC1=O)=O)C)CCC(=O)N)=O	0	0	0	0
BGC0001562	Streptomyces	curacomycin	NRP	unk	CC[C@H](C)[C@@H]3NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](C(C)C)NC(=O)[C@H](Cc1c[nH]c2ccc(Cl)cc12)NC(=O)C(C(O)C(N)=O)NC(=O)[C@H](CCCN)NC3=O	1	0	0	0
BGC0000478	uncultured	patellin 6	Cyanobactin	Unknown	unk	3	0	0	0
BGC0000178	Chitinophaga	Elansolid A1	Polyketide	Antibacterial,Cytotoxic	[C@@]1(C)(O)C[C@@](C)(C)C2C1C=C(C)C([H])(/C=C\C=C\C=C/C(C(C)C(C/C=C(/C=C/C(O)=O)\C)O)O)C2C(OC)C1=CC=C(O)C=C1	0	1	0	0
BGC0000540	Paenibacillus	paenibacillin	lantipeptide	unk	unk	1	0	0	0
BGC0001594	Fischerella	fischerindole	Alkaloid	unk	[C]=NC1C2c3c([nH]c4ccccc34)C(C)(C)C2CC(Cl)C1(C)C=C	0	0	0	0
BGC0000001	Verrucosispora	Abyssomicin C	Polyketide	Antibacterial,Cytotoxic	C[C@@H](C1=O)C[C@H](C)C/C=C/[C@H]([C@@H](O)[C@@H]2OC3=C1C4=O)[C@]3(O4)C[C@H]2C	1	1	0	0
BGC0000291	Streptomyces	A54145	NRP	unk	unk	1	0	0	0
BGC0000304	Fusarium	apicidin	NRP	unk	unk	2	0	0	0
BGC0001755	Streptomyces	reedsmycins	Polyketide	unk	unk	1	0	0	0
BGC0001069	Sorangium	Chivosazol	NRP	Cytotoxic	O(C)C1C(C2OC=C(C=CC=CC(C(C)C=C(C)C=CC=CC=CC(=O)OC(C(C)C(CC(C)O)O)C(C)C=CC=CC=CC(O)C1)OC1O[C@H](C)[C@@H](O)[C@H](OC)[C@H]1OC)N=2)C	0	0	0	0
BGC0001244	Parastagonospora	(-)-Mellein	Polyketide	unk	unk	2	0	0	0
BGC0001324	Solanum	monoterpenes-diterpenes	Terpene	unk	unk	3	0	0	0
BGC0001621	Aspergillus	imizoquins	NRP	unk	unk	2	0	0	0
BGC0001210	Bacillus	pseudomycoicidin	Other	unk	unk	1	0	0	0
BGC0000295	Acinetobacter	acinetoferrin	NRP	unk	unk	0	0	0	0
BGC0000622	Bacillus	megacin	Other	unk	unk	1	0	0	0
BGC0000091	Streptomyces	marineosin	Polyketide	unk	unk	1	0	0	0
BGC0000253	Streptomyces	oviedomycin	Polyketide	Cytotoxic	unk	1	0	0	0
BGC0000322	Amycolatopsis	chloroeremomycin	NRP	unk	unk	1	0	0	0
BGC0000453	Streptomyces	Valinomycin	NRP	Antibacterial,Antifungal,Cytotoxic,Other	CC1C(=O)NC(C(=O)OC(C(=O)NC(C(=O)OC(C(=O)NC(C(=O)OC(C(=O)NC(C(=O)OC(C(=O)NC(C(=O)OC(C(=O)NC(C(=O)O1)C(C)C)C(C)C)C(C)C)C)C(C)C)C(C)C)C(C)C)C)C(C)C)C(C)C)C(C)C	1	1	1	0
BGC0000976	Moorea	Curacin A	NRP	Other	unk	0	0	0	0
BGC0000010	Aspergillus	aflatoxin	Polyketide	unk	unk	2	0	0	0
BGC0001120	Burkholderia	burkholderic acid	NRP	Antibacterial,Cytotoxic,Siderophore,Other	unk	0	1	0	1
BGC0000048	Mycosphaerella	dothistromin	Polyketide	unk	unk	2	0	0	0
BGC0001211	Amycolatopsis	albachelin	NRP	unk	unk	1	0	0	0
BGC0000050	Streptomyces	E-837	Polyketide	unk	C/C=C(\C)/C(C(C)/C=C/C=C(\C)/CCC(CC1=C(C(=O)C(O1)(C)O)C)O)O	1	0	0	0
BGC0000118	Streptomyces	pactamycin	Polyketide	unk	unk	1	0	0	0
BGC0000685	Alternaria	brassicicene C	Terpene	unk	unk	2	0	0	0
BGC0001304	Aspergillus	aflavarin	Polyketide	unk	unk	2	0	0	0
BGC0001158	Botrytis	bikaverin	Polyketide	Antibacterial,Antifungal	unk	2	1	1	0
BGC0000054	Aeromicrobium	erythromycin	Polyketide	unk	unk	1	0	0	0
BGC0000745	Streptococcus	capsular polysaccharide	Saccharide	unk	unk	1	0	0	0
BGC0000865	Photobacterium	eicoseicosapentaenoic acid	Other	unk	unk	0	0	0	0
BGC0000109	Streptomyces	nemadectin	Polyketide	unk	unk	1	0	0	0
BGC0000779	Aeromonas	lipopolysaccharide	Saccharide	unk	unk	0	0	0	0
BGC0001600	Fusarium	fusarielin H	Polyketide	unk	unk	2	0	0	0
BGC0000088	Aspergillus	lovastatin	Polyketide	unk	unk	2	0	0	0
BGC0000489	Enterococcus	enterocin AS-48	Head-To-Tail Cyclized Peptide	unk	unk	1	0	0	0
BGC0001335	uncultured	borregomycin A	Alkaloid	Cytotoxic	O=C1[C@]2(OC)N3C(C4=C([C@]2(OC)C(N1C)=O)C5=CC=C(Cl)C=C5N4)(O)C(C6=CC=C(Cl)C=C63)=O	3	0	0	0
BGC0000986	Stigmatella	Dkxanthene	NRP	unk	unk	0	0	0	0
BGC0000135	Streptomyces	reveromycin	Polyketide	unk	unk	1	0	0	0
BGC0000015	Streptomyces	amphotericin	Polyketide	unk	unk	1	0	0	0
BGC0001191	Amycolatopsis	A-102395	Other	unk	unk	1	0	0	0
BGC0000367	Brevibacillus	gramicidin	NRP	unk	unk	1	0	0	0
BGC0001657	Lysobacter	lysocin	NRP	unk	CC[C@H](C)[C@H]1C(=O)N[C@H](C(=O)O[C@@H]([C@@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)NCC(=O)N([C@@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N1)CC2=CNC3=CC=CC=C32)CCC(=O)N)CCC(=O)O)CCCN=C(N)N)CC(C)C)CC4=CC=CC=C4)C)CO)CCCN=C(N)N)NC(=O)C[C@@H](CC(C)C)O)C)[C@@H](C)O	0	0	0	0
BGC0000366	Streptomyces	gobichelin	NRP	unk	unk	1	0	0	0
BGC0001689	Streptomyces	naphthgeranine A	Polyketide	unk	unk	1	0	0	0
BGC0000525	Bacillus	lichenicidin VK21 A1	lantipeptide	unk	unk	1	0	0	0
BGC0000442	Aspergillus	terrequinone A	NRP	Cytotoxic	[H]N1C2=CC=CC=C2C(C(C(C(C/C=C(C)\\C)=C3C4=CN([H])C5=CC=CC=C54)=O)=C(O)C3=O)=C1C(C)(C=C)C.[H]N6C7=CC=CC=C7C(C(C(C(C/C=C(C)\\C)=C8C9=CN([H])C%10=CC=CC=C%109)=O)=C(O)C8=O)=C6C(C)(C=C)C	2	0	0	0
BGC0000306	Streptomyces	Arylomycin	NRP	Antibacterial	unk	1	1	0	0
BGC0000553	Streptomyces	SRO15-2212	Lantipeptide	Unknown	unk	1	0	0	0
BGC0000430	Nodularia	spumigin E	NRP	Inhibitor	unk	0	0	0	0
BGC0000503	Streptomyces	Cinnamycin	Lantipeptide	Antibacterial	unk	1	1	0	0
BGC0000225	Streptomyces	frenolicin	Polyketide	unk	unk	1	0	0	0
BGC0000923	Pseudomonas	paerucumarin	Other	unk	unk	0	0	0	0
BGC0000594	Planktothrix	microviridin K	Other	unk	unk	0	0	0	0
BGC0000025	Streptomyces	avermectin	Polyketide	unk	unk	1	0	0	0
BGC0001065	Streptomyces	herboxidiene	Polyketide	unk	unk	1	0	0	0
BGC0000980	Aphanizomenon	cylindrospermopsin	NRP	unk	unk	0	0	0	0
BGC0000437	Pseudomonas	syringomycin	NRP	unk	unk	0	0	0	0
BGC0001678	Symbiodinium	mycosporine-like amino acids (MAAs)	Other	unk	unk	3	0	0	0
BGC0001222	Lactobacillus	acidocin B	Other	unk	unk	1	0	0	0
BGC0001401	Armillaria	melleolide F	Polyketide	unk	unk	2	0	0	0
BGC0001101	Streptomyces	leinamycin	NRP	Antibacterial,Cytotoxic,Inhibitor	unk	1	1	0	0
BGC0000963	Streptomyces	bleomycin	NRP	Cytotoxic	unk	1	0	0	0
BGC0000724	Streptomyces	streptomycin	Saccharide	unk	unk	1	0	0	0
BGC0000488	Clostridium	circularin A	Head-to-tailcyclized peptide	Antibacterial	unk	1	1	0	0
BGC0001277	Fusarium	nivalenol	Terpene	unk	unk	2	0	0	0
BGC0001369	uncultured	metatricycloene	Polyketide	unk	NC(=O)\C=C\C=C\C1C=CC2C=CC3OC(\C=C\C=C\C=C\C(O)=O)C1C23	3	0	0	0
BGC0000170	Aspergillus	yanuthone D	Polyketide	unk	unk	2	0	0	0
BGC0001771	Streptomyces	scleric acid	NRP	unk	unk	1	0	0	0
BGC0000197	Streptomyces	Aranciamycin	Polyketide	Antibacterial,Cytotoxic	unk	1	1	0	0
BGC0001217	Streptomyces	PreQ0 Base	Other	unk	unk	1	0	0	0
BGC0000863	Pseudoalteromonas	eicosapentaenoic acid	Other	unk	unk	0	0	0	0
BGC0001125	Cylindrospermum	puwainaphycin A	NRP	unk	unk	0	0	0	0
BGC0000918	Streptomyces	ochronotic pigment	Other	unk	unk	1	0	0	0
BGC0001170	Clostridium	Clostridiolysin S	LAP	Cytotoxic	unk	1	0	0	0
BGC0000416	Xenorhabdus	Rhabdopeptide 1	NRP	Unknown	CC(C)C[C@H](NC)C(=O)N(C)[C@@H](C(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)NCCc1ccccc1	0	0	0	0
BGC0000301	Planktothrix	anabaenopeptin	NRP	unk	unk	0	0	0	0
BGC0000672	Oryza	phytocassane	Terpene	unk	unk	3	0	0	0
BGC0000786	Edwardsiella	O-antigen	Saccharide	unk	unk	0	0	0	0
BGC0000568	Escherichia	microcin B17	Lap / Microcin	unk	unk	0	0	0	0
BGC0001721	Burkholderia	ornibactin	NRP	unk	unk	0	0	0	0
BGC0000303	Streptomyces	anthramycin	NRP	unk	unk	1	0	0	0
BGC0001433	Streptomyces	argimycin PI	Polyketide	Unknown	O=C(O)[C@@H](NC(C)=O)CS/C(C)=C([H])/C([H])=C1C=CC2=C\\1C=CC=N2	1	0	0	0
BGC0000188	Cylindrospermopsis	Saxitoxin	Alkaloid	Other	unk	0	0	0	0
BGC0000534	Streptococcus	mutacin K8	lantipeptide	unk	unk	1	0	0	0
BGC0000400	Paenibacillus	paenibacterin	NRP	unk	unk	1	0	0	0
BGC0000459	Streptomyces	griseoviridin	NRP	Antibacterial	O=C(NC/C=C/C=C/[C@@H](O)C[C@H](CC1=NC2=CO1)O)/C(SC[C@H]3NC2=O)=C/C[C@@H](C)OC3=O	1	1	0	0
BGC0001772	Anabaena	scytophycin	Polyketide	unk	C[C@H]1[C@@H](C[C@@H]([C@]2(CO2)[C@H](C[C@@H]3CC=C[C@H](O3)C[C@H]([C@H](/C=C(/C=C/C(=O)O[C@@H]1[C@@H](C)[C@H]([C@@H](C)CCC(=O)[C@H](C)[C@@H]([C@H](C)/C=C/N(C)C=O)OC)O)\C)O)OC)OC)OC)OC	0	0	0	0
BGC0001490	Hormoscilla	6,6'-oxybis(2,4-dibromophenol)	Other	unk	unk	0	0	0	0
BGC0001256	Tapinella	atromentin	Other	unk	unk	2	0	0	0
